drug_row,drug_col,cell_line_name,synergy_loewe
DEXAMETHASONE,PD325901,RPMI7951,-19.1655875
DEXAMETHASONE,SORAFENIB,RPMI7951,-28.68395824
DEXAMETHASONE,SORAFENIB,RPMI7951,-21.79170824
DEXAMETHASONE,SORAFENIB,RPMI7951,-27.50233324
DEXAMETHASONE,SORAFENIB,RPMI7951,-26.49902074
DEXAMETHASONE,SUNITINIB,RPMI7951,1.395002887
DEXAMETHASONE,SUNITINIB,RPMI7951,-1.480622113
DEXAMETHASONE,SUNITINIB,RPMI7951,-2.532622113
DEXAMETHASONE,SUNITINIB,RPMI7951,-1.103434613
DEXAMETHASONE,TEMOZOLOMIDE,RPMI7951,-8.509998008
DEXAMETHASONE,TEMOZOLOMIDE,RPMI7951,-11.26974801
DEXAMETHASONE,TEMOZOLOMIDE,RPMI7951,-11.97037301
DEXAMETHASONE,TEMOZOLOMIDE,RPMI7951,-13.71012301
DEXAMETHASONE,ZOLINZA,RPMI7951,-45.37204305
DEXAMETHASONE,ZOLINZA,RPMI7951,-44.51754305
DEXAMETHASONE,ZOLINZA,RPMI7951,-45.96566805
DEXAMETHASONE,ZOLINZA,RPMI7951,-40.95841805
DINACICLIB,MK-8776,RPMI7951,0.931642786
DINACICLIB,MK-8776,RPMI7951,-0.023419714
DINACICLIB,MK-8776,RPMI7951,0.651892786
DINACICLIB,MK-8776,RPMI7951,1.197580286
DOXORUBICIN,ABT-888,RPMI7951,-20.21898588
DOXORUBICIN,ABT-888,RPMI7951,-19.57436088
DOXORUBICIN,ABT-888,RPMI7951,-19.10211088
DOXORUBICIN,ABT-888,RPMI7951,-18.07904838
DOXORUBICIN,AZD1775,RPMI7951,-1.514104833
DOXORUBICIN,AZD1775,RPMI7951,0.642020167
DOXORUBICIN,AZD1775,RPMI7951,2.649270167
DOXORUBICIN,AZD1775,RPMI7951,0.394645167
DOXORUBICIN,BEZ-235,RPMI7951,3.799561039
DOXORUBICIN,BEZ-235,RPMI7951,2.863061039
DOXORUBICIN,BEZ-235,RPMI7951,3.923686039
DOXORUBICIN,BEZ-235,RPMI7951,5.364373539
DOXORUBICIN,BORTEZOMIB,RPMI7951,-2.163099703
DOXORUBICIN,BORTEZOMIB,RPMI7951,-0.247099703
DOXORUBICIN,BORTEZOMIB,RPMI7951,-1.108099703
DOXORUBICIN,BORTEZOMIB,RPMI7951,-1.571224703
DOXORUBICIN,DASATINIB,RPMI7951,7.549707228
DOXORUBICIN,DASATINIB,RPMI7951,5.410019728
DOXORUBICIN,DASATINIB,RPMI7951,7.249394728
DOXORUBICIN,DASATINIB,RPMI7951,6.010769728
DOXORUBICIN,DINACICLIB,RPMI7951,-0.132489406
DOXORUBICIN,DINACICLIB,RPMI7951,-0.151114406
DOXORUBICIN,DINACICLIB,RPMI7951,-0.746051906
DOXORUBICIN,DINACICLIB,RPMI7951,-0.923739406
DOXORUBICIN,ERLOTINIB,RPMI7951,2.286406069
DOXORUBICIN,ERLOTINIB,RPMI7951,0.650281069
DOXORUBICIN,ERLOTINIB,RPMI7951,0.249906069
DOXORUBICIN,ERLOTINIB,RPMI7951,0.332531069
DOXORUBICIN,GELDANAMYCIN,RPMI7951,1.289003792
DOXORUBICIN,GELDANAMYCIN,RPMI7951,2.259628792
DOXORUBICIN,GELDANAMYCIN,RPMI7951,1.774816292
DOXORUBICIN,GELDANAMYCIN,RPMI7951,1.423941292
DOXORUBICIN,L778123,RPMI7951,-3.863976367
DOXORUBICIN,L778123,RPMI7951,-3.913351367
DOXORUBICIN,L778123,RPMI7951,-1.508851367
DOXORUBICIN,L778123,RPMI7951,-1.537038867
DOXORUBICIN,LAPATINIB,RPMI7951,4.638981368
DOXORUBICIN,LAPATINIB,RPMI7951,2.871168868
DOXORUBICIN,LAPATINIB,RPMI7951,3.672981368
DOXORUBICIN,LAPATINIB,RPMI7951,4.446293868
DOXORUBICIN,MK-2206,RPMI7951,-3.420607785
DOXORUBICIN,MK-2206,RPMI7951,-2.389107785
DOXORUBICIN,MK-2206,RPMI7951,-0.004107785
DOXORUBICIN,MK-2206,RPMI7951,0.555017215
DOXORUBICIN,MK-4827,RPMI7951,-3.922926425
DOXORUBICIN,MK-4827,RPMI7951,-1.726301425
DOXORUBICIN,MK-4827,RPMI7951,0.903886075
DOXORUBICIN,MK-4827,RPMI7951,-1.226676425
DOXORUBICIN,MK-5108,RPMI7951,-0.465512282
DOXORUBICIN,MK-5108,RPMI7951,0.708112718
DOXORUBICIN,MK-5108,RPMI7951,0.694300218
DOXORUBICIN,MK-5108,RPMI7951,0.634800218
DOXORUBICIN,MK-8669,RPMI7951,1.387133209
DOXORUBICIN,MK-8669,RPMI7951,2.953070709
DOXORUBICIN,MK-8669,RPMI7951,2.494695709
DOXORUBICIN,MK-8669,RPMI7951,1.142445709
DOXORUBICIN,MK-8776,RPMI7951,7.035406197
DOXORUBICIN,MK-8776,RPMI7951,7.929531197
DOXORUBICIN,MK-8776,RPMI7951,7.786031197
DOXORUBICIN,MK-8776,RPMI7951,6.186531197
DOXORUBICIN,PD325901,RPMI7951,-1.480468582
DOXORUBICIN,PD325901,RPMI7951,-2.739531082
DOXORUBICIN,PD325901,RPMI7951,-0.553781082
DOXORUBICIN,PD325901,RPMI7951,0.487093918
DOXORUBICIN,SORAFENIB,RPMI7951,-6.701873393
DOXORUBICIN,SORAFENIB,RPMI7951,-9.346248393
DOXORUBICIN,SORAFENIB,RPMI7951,-9.429935893
DOXORUBICIN,SORAFENIB,RPMI7951,-8.875810893
DOXORUBICIN,SUNITINIB,RPMI7951,60.35250278
DOXORUBICIN,SUNITINIB,RPMI7951,57.76519028
DOXORUBICIN,SUNITINIB,RPMI7951,57.65106528
DOXORUBICIN,SUNITINIB,RPMI7951,58.05394028
DOXORUBICIN,TEMOZOLOMIDE,RPMI7951,-0.021074305
DOXORUBICIN,TEMOZOLOMIDE,RPMI7951,-3.931449305
DOXORUBICIN,TEMOZOLOMIDE,RPMI7951,-1.533324305
DOXORUBICIN,TEMOZOLOMIDE,RPMI7951,-1.900386805
DOXORUBICIN,ZOLINZA,RPMI7951,3.867568183
DOXORUBICIN,ZOLINZA,RPMI7951,3.783568183
DOXORUBICIN,ZOLINZA,RPMI7951,5.211693183
DOXORUBICIN,ZOLINZA,RPMI7951,4.758505683
ERLOTINIB,ABT-888,RPMI7951,-34.96175781
ERLOTINIB,ABT-888,RPMI7951,-31.04825781
ERLOTINIB,ABT-888,RPMI7951,-32.10800781
ERLOTINIB,ABT-888,RPMI7951,-32.56650781
ERLOTINIB,BEZ-235,RPMI7951,11.47069683
ERLOTINIB,BEZ-235,RPMI7951,8.612446825
ERLOTINIB,BEZ-235,RPMI7951,8.712821825
ERLOTINIB,BEZ-235,RPMI7951,9.356134325
ERLOTINIB,BORTEZOMIB,RPMI7951,-5.832761692
ERLOTINIB,BORTEZOMIB,RPMI7951,-4.191699192
ERLOTINIB,BORTEZOMIB,RPMI7951,-1.267761692
ERLOTINIB,BORTEZOMIB,RPMI7951,0.221113308
ERLOTINIB,DASATINIB,RPMI7951,1.07664138
ERLOTINIB,DASATINIB,RPMI7951,3.85082888
ERLOTINIB,DASATINIB,RPMI7951,3.25164138
ERLOTINIB,DASATINIB,RPMI7951,3.09370388
ERLOTINIB,DINACICLIB,RPMI7951,-0.447503701
ERLOTINIB,DINACICLIB,RPMI7951,7.131808799
ERLOTINIB,DINACICLIB,RPMI7951,-3.102878701
ERLOTINIB,DINACICLIB,RPMI7951,1.310433799
ERLOTINIB,GELDANAMYCIN,RPMI7951,-3.476416022
ERLOTINIB,GELDANAMYCIN,RPMI7951,-1.953666022
ERLOTINIB,GELDANAMYCIN,RPMI7951,-3.001416022
ERLOTINIB,GELDANAMYCIN,RPMI7951,-2.168291022
ERLOTINIB,MK-8669,RPMI7951,10.44613675
ERLOTINIB,MK-8669,RPMI7951,12.00594925
ERLOTINIB,MK-8669,RPMI7951,16.61432425
ERLOTINIB,MK-8669,RPMI7951,11.98907425
ERLOTINIB,MK-8776,RPMI7951,4.964609174
ERLOTINIB,MK-8776,RPMI7951,6.005921674
ERLOTINIB,MK-8776,RPMI7951,6.762171674
ERLOTINIB,MK-8776,RPMI7951,8.473299861
ERLOTINIB,OXALIPLATIN,RPMI7951,-9.90930537
ERLOTINIB,OXALIPLATIN,RPMI7951,-11.82561787
ERLOTINIB,OXALIPLATIN,RPMI7951,-11.52336787
ERLOTINIB,OXALIPLATIN,RPMI7951,-6.52980537
ERLOTINIB,PD325901,RPMI7951,1.731240414
ERLOTINIB,PD325901,RPMI7951,2.718740414
ERLOTINIB,PD325901,RPMI7951,2.798302914
ERLOTINIB,PD325901,RPMI7951,2.133365414
ERLOTINIB,SN-38,RPMI7951,8.839527935
ERLOTINIB,SN-38,RPMI7951,9.252715435
ERLOTINIB,SN-38,RPMI7951,11.50927793
ERLOTINIB,SN-38,RPMI7951,7.917152935
ERLOTINIB,SORAFENIB,RPMI7951,-11.38445536
ERLOTINIB,SORAFENIB,RPMI7951,-12.04489286
ERLOTINIB,SORAFENIB,RPMI7951,-8.316080356
ERLOTINIB,SORAFENIB,RPMI7951,-11.31433036
ERLOTINIB,TOPOTECAN,RPMI7951,9.973386731
ERLOTINIB,TOPOTECAN,RPMI7951,13.32032423
ERLOTINIB,TOPOTECAN,RPMI7951,9.598324231
ERLOTINIB,TOPOTECAN,RPMI7951,9.902636731
ETOPOSIDE,ABT-888,RPMI7951,-34.14118923
ETOPOSIDE,ABT-888,RPMI7951,-34.79793923
ETOPOSIDE,ABT-888,RPMI7951,-33.03687673
ETOPOSIDE,ABT-888,RPMI7951,-32.54543923
ETOPOSIDE,AZD1775,RPMI7951,5.039636489
ETOPOSIDE,AZD1775,RPMI7951,6.831136489
ETOPOSIDE,AZD1775,RPMI7951,6.176323989
ETOPOSIDE,AZD1775,RPMI7951,6.558636489
ETOPOSIDE,BEZ-235,RPMI7951,1.651487807
ETOPOSIDE,BEZ-235,RPMI7951,2.639425307
ETOPOSIDE,BEZ-235,RPMI7951,2.201550307
ETOPOSIDE,BEZ-235,RPMI7951,2.765800307
ETOPOSIDE,BORTEZOMIB,RPMI7951,0.014110335
ETOPOSIDE,BORTEZOMIB,RPMI7951,-2.259014665
ETOPOSIDE,BORTEZOMIB,RPMI7951,0.173485335
ETOPOSIDE,BORTEZOMIB,RPMI7951,-0.989952165
ETOPOSIDE,DASATINIB,RPMI7951,4.994960322
ETOPOSIDE,DASATINIB,RPMI7951,4.925335322
ETOPOSIDE,DASATINIB,RPMI7951,4.986210322
ETOPOSIDE,DASATINIB,RPMI7951,5.394147822
ETOPOSIDE,DINACICLIB,RPMI7951,1.909048928
ETOPOSIDE,DINACICLIB,RPMI7951,-1.441638572
ETOPOSIDE,DINACICLIB,RPMI7951,-2.448513572
ETOPOSIDE,DINACICLIB,RPMI7951,1.254173928
ETOPOSIDE,ERLOTINIB,RPMI7951,0.777877416
ETOPOSIDE,ERLOTINIB,RPMI7951,0.284502416
ETOPOSIDE,ERLOTINIB,RPMI7951,3.246627416
ETOPOSIDE,ERLOTINIB,RPMI7951,1.574002416
ETOPOSIDE,GELDANAMYCIN,RPMI7951,1.208735168
ETOPOSIDE,GELDANAMYCIN,RPMI7951,2.497672668
ETOPOSIDE,GELDANAMYCIN,RPMI7951,2.789922668
ETOPOSIDE,GELDANAMYCIN,RPMI7951,3.220735168
ETOPOSIDE,LAPATINIB,RPMI7951,4.026590393
ETOPOSIDE,LAPATINIB,RPMI7951,6.215840393
ETOPOSIDE,LAPATINIB,RPMI7951,6.546777893
ETOPOSIDE,LAPATINIB,RPMI7951,7.073652893
ETOPOSIDE,MK-2206,RPMI7951,4.817549118
ETOPOSIDE,MK-2206,RPMI7951,4.285674118
ETOPOSIDE,MK-2206,RPMI7951,7.449299118
ETOPOSIDE,MK-2206,RPMI7951,7.738549118
ETOPOSIDE,MK-4827,RPMI7951,2.23698852
ETOPOSIDE,MK-4827,RPMI7951,6.57423852
ETOPOSIDE,MK-4827,RPMI7951,3.53617602
ETOPOSIDE,MK-4827,RPMI7951,3.21223852
ETOPOSIDE,MK-5108,RPMI7951,10.56057171
ETOPOSIDE,MK-5108,RPMI7951,6.938134206
ETOPOSIDE,MK-5108,RPMI7951,5.988759206
ETOPOSIDE,MK-5108,RPMI7951,9.071571706
ETOPOSIDE,MK-8669,RPMI7951,4.566806945
ETOPOSIDE,MK-8669,RPMI7951,4.223494445
ETOPOSIDE,MK-8669,RPMI7951,4.932431945
ETOPOSIDE,MK-8669,RPMI7951,3.157119445
ETOPOSIDE,MK-8776,RPMI7951,8.433281453
ETOPOSIDE,MK-8776,RPMI7951,4.840093953
ETOPOSIDE,MK-8776,RPMI7951,6.782656453
ETOPOSIDE,MK-8776,RPMI7951,8.272031453
ETOPOSIDE,PD325901,RPMI7951,-0.028500864
ETOPOSIDE,PD325901,RPMI7951,0.038749136
ETOPOSIDE,PD325901,RPMI7951,1.519999136
ETOPOSIDE,PD325901,RPMI7951,2.463686636
ETOPOSIDE,SORAFENIB,RPMI7951,-3.412189908
ETOPOSIDE,SORAFENIB,RPMI7951,-7.112127408
ETOPOSIDE,SORAFENIB,RPMI7951,-4.830752408
ETOPOSIDE,SORAFENIB,RPMI7951,-4.373127408
ETOPOSIDE,SUNITINIB,RPMI7951,37.77112778
ETOPOSIDE,SUNITINIB,RPMI7951,39.37587778
ETOPOSIDE,SUNITINIB,RPMI7951,38.52662778
ETOPOSIDE,SUNITINIB,RPMI7951,40.02806528
ETOPOSIDE,TEMOZOLOMIDE,RPMI7951,-1.757003261
ETOPOSIDE,TEMOZOLOMIDE,RPMI7951,-3.307065761
ETOPOSIDE,TEMOZOLOMIDE,RPMI7951,-2.679878261
ETOPOSIDE,TEMOZOLOMIDE,RPMI7951,-0.057815761
ETOPOSIDE,ZOLINZA,RPMI7951,9.889348638
ETOPOSIDE,ZOLINZA,RPMI7951,2.633473638
ETOPOSIDE,ZOLINZA,RPMI7951,5.278036138
ETOPOSIDE,ZOLINZA,RPMI7951,6.430411138
GELDANAMYCIN,BEZ-235,RPMI7951,1.989605093
GELDANAMYCIN,BEZ-235,RPMI7951,1.517980093
GELDANAMYCIN,BEZ-235,RPMI7951,4.125230093
GELDANAMYCIN,BEZ-235,RPMI7951,2.356980093
GELDANAMYCIN,DINACICLIB,RPMI7951,-2.634339241
GELDANAMYCIN,DINACICLIB,RPMI7951,-3.715651741
GELDANAMYCIN,DINACICLIB,RPMI7951,-2.651001949
GELDANAMYCIN,DINACICLIB,RPMI7951,-2.075001949
GELDANAMYCIN,MK-8776,RPMI7951,1.489721594
GELDANAMYCIN,MK-8776,RPMI7951,1.720346594
GELDANAMYCIN,MK-8776,RPMI7951,1.609846594
GELDANAMYCIN,MK-8776,RPMI7951,1.498971594
GELDANAMYCIN,OXALIPLATIN,RPMI7951,-1.46589742
GELDANAMYCIN,OXALIPLATIN,RPMI7951,-3.06970992
GELDANAMYCIN,OXALIPLATIN,RPMI7951,-2.07589742
GELDANAMYCIN,OXALIPLATIN,RPMI7951,-2.68970992
GELDANAMYCIN,SN-38,RPMI7951,-0.192392641
GELDANAMYCIN,SN-38,RPMI7951,-0.712767641
GELDANAMYCIN,SN-38,RPMI7951,-0.874955141
GELDANAMYCIN,SN-38,RPMI7951,0.945357359
GELDANAMYCIN,SORAFENIB,RPMI7951,-6.778840709
GELDANAMYCIN,SORAFENIB,RPMI7951,-8.667590709
GELDANAMYCIN,SORAFENIB,RPMI7951,-9.616465709
GELDANAMYCIN,SORAFENIB,RPMI7951,-7.229653209
GELDANAMYCIN,TOPOTECAN,RPMI7951,1.08957464
GELDANAMYCIN,TOPOTECAN,RPMI7951,0.82426214
GELDANAMYCIN,TOPOTECAN,RPMI7951,2.06557464
GELDANAMYCIN,TOPOTECAN,RPMI7951,3.20451214
GEMCITABINE,ABT-888,RPMI7951,-15.69451609
GEMCITABINE,ABT-888,RPMI7951,-11.71107859
GEMCITABINE,ABT-888,RPMI7951,-15.90395359
GEMCITABINE,ABT-888,RPMI7951,-17.06026609
GEMCITABINE,AZD1775,RPMI7951,4.15470918
GEMCITABINE,AZD1775,RPMI7951,1.89877168
GEMCITABINE,AZD1775,RPMI7951,3.36995918
GEMCITABINE,AZD1775,RPMI7951,3.07020918
GEMCITABINE,BEZ-235,RPMI7951,3.54969507
GEMCITABINE,BEZ-235,RPMI7951,3.82182007
GEMCITABINE,BEZ-235,RPMI7951,4.71125757
GEMCITABINE,BEZ-235,RPMI7951,4.70732007
GEMCITABINE,BORTEZOMIB,RPMI7951,0.9674611
GEMCITABINE,BORTEZOMIB,RPMI7951,0.9914611
GEMCITABINE,BORTEZOMIB,RPMI7951,1.3425236
GEMCITABINE,BORTEZOMIB,RPMI7951,0.6238361
GEMCITABINE,DASATINIB,RPMI7951,5.121849488
GEMCITABINE,DASATINIB,RPMI7951,6.371099488
GEMCITABINE,DASATINIB,RPMI7951,6.924661988
GEMCITABINE,DASATINIB,RPMI7951,6.059661988
GEMCITABINE,DINACICLIB,RPMI7951,-0.406849212
GEMCITABINE,DINACICLIB,RPMI7951,0.256213288
GEMCITABINE,DINACICLIB,RPMI7951,0.707588288
GEMCITABINE,DINACICLIB,RPMI7951,1.144650788
GEMCITABINE,ERLOTINIB,RPMI7951,-1.604485459
GEMCITABINE,ERLOTINIB,RPMI7951,-1.685110459
GEMCITABINE,ERLOTINIB,RPMI7951,-1.127047959
GEMCITABINE,ERLOTINIB,RPMI7951,-1.688235459
GEMCITABINE,GELDANAMYCIN,RPMI7951,2.048082018
GEMCITABINE,GELDANAMYCIN,RPMI7951,1.945582018
GEMCITABINE,GELDANAMYCIN,RPMI7951,3.578582018
GEMCITABINE,GELDANAMYCIN,RPMI7951,1.670128893
GEMCITABINE,LAPATINIB,RPMI7951,-6.169468446
GEMCITABINE,LAPATINIB,RPMI7951,-5.524655946
GEMCITABINE,LAPATINIB,RPMI7951,-2.802655946
GEMCITABINE,LAPATINIB,RPMI7951,-4.719593446
GEMCITABINE,MK-2206,RPMI7951,3.465932636
GEMCITABINE,MK-2206,RPMI7951,0.086932636
GEMCITABINE,MK-2206,RPMI7951,2.799307636
GEMCITABINE,MK-2206,RPMI7951,1.103682636
GEMCITABINE,MK-4827,RPMI7951,0.661736033
GEMCITABINE,MK-4827,RPMI7951,1.887298533
GEMCITABINE,MK-4827,RPMI7951,1.875673533
GEMCITABINE,MK-4827,RPMI7951,1.816798533
GEMCITABINE,MK-5108,RPMI7951,-3.213748886
GEMCITABINE,MK-5108,RPMI7951,-3.932123886
GEMCITABINE,MK-5108,RPMI7951,-2.811561386
GEMCITABINE,MK-5108,RPMI7951,-1.877186386
GEMCITABINE,MK-8669,RPMI7951,3.265825738
GEMCITABINE,MK-8669,RPMI7951,1.084450738
GEMCITABINE,MK-8669,RPMI7951,3.198263238
GEMCITABINE,MK-8669,RPMI7951,3.425825738
GEMCITABINE,MK-8776,RPMI7951,8.779483277
GEMCITABINE,MK-8776,RPMI7951,8.515483277
GEMCITABINE,MK-8776,RPMI7951,8.233170777
GEMCITABINE,MK-8776,RPMI7951,8.512295777
GEMCITABINE,PD325901,RPMI7951,-5.434164585
GEMCITABINE,PD325901,RPMI7951,-4.219414585
GEMCITABINE,PD325901,RPMI7951,-1.368602085
GEMCITABINE,PD325901,RPMI7951,-3.704539585
GEMCITABINE,SORAFENIB,RPMI7951,-9.71204778
GEMCITABINE,SORAFENIB,RPMI7951,-6.48973528
GEMCITABINE,SORAFENIB,RPMI7951,-5.81523528
GEMCITABINE,SORAFENIB,RPMI7951,-6.98904778
GEMCITABINE,SUNITINIB,RPMI7951,78.67806528
GEMCITABINE,SUNITINIB,RPMI7951,77.81369028
GEMCITABINE,SUNITINIB,RPMI7951,79.07212778
GEMCITABINE,SUNITINIB,RPMI7951,78.71531528
GEMCITABINE,TEMOZOLOMIDE,RPMI7951,-0.612083201
GEMCITABINE,TEMOZOLOMIDE,RPMI7951,-6.789708201
GEMCITABINE,TEMOZOLOMIDE,RPMI7951,-2.849020701
GEMCITABINE,TEMOZOLOMIDE,RPMI7951,-1.974708201
L778123,ABT-888,RPMI7951,-16.92609039
L778123,ABT-888,RPMI7951,-13.97927789
L778123,ABT-888,RPMI7951,-15.44159039
L778123,ABT-888,RPMI7951,-13.57596539
L778123,AZD1775,RPMI7951,10.13909174
L778123,AZD1775,RPMI7951,10.64727924
L778123,AZD1775,RPMI7951,11.15315424
L778123,AZD1775,RPMI7951,9.476716742
L778123,BEZ-235,RPMI7951,5.285083335
L778123,BEZ-235,RPMI7951,4.420083335
L778123,BEZ-235,RPMI7951,6.954020835
L778123,BEZ-235,RPMI7951,7.536020835
L778123,BORTEZOMIB,RPMI7951,-1.939338311
L778123,BORTEZOMIB,RPMI7951,-2.387213311
L778123,BORTEZOMIB,RPMI7951,-2.279713311
L778123,BORTEZOMIB,RPMI7951,-2.057213311
L778123,DASATINIB,RPMI7951,6.176809889
L778123,DASATINIB,RPMI7951,4.173497389
L778123,DASATINIB,RPMI7951,4.991559889
L778123,DASATINIB,RPMI7951,5.104372389
L778123,DINACICLIB,RPMI7951,-4.122011647
L778123,DINACICLIB,RPMI7951,-4.579636647
L778123,DINACICLIB,RPMI7951,-3.186949147
L778123,DINACICLIB,RPMI7951,-1.807011647
L778123,ERLOTINIB,RPMI7951,9.395200181
L778123,ERLOTINIB,RPMI7951,4.553950181
L778123,ERLOTINIB,RPMI7951,5.901825181
L778123,ERLOTINIB,RPMI7951,7.813637681
L778123,ETOPOSIDE,RPMI7951,0.798098501
L778123,ETOPOSIDE,RPMI7951,2.530848501
L778123,ETOPOSIDE,RPMI7951,5.330911001
L778123,ETOPOSIDE,RPMI7951,0.931161001
L778123,GELDANAMYCIN,RPMI7951,1.34277504
L778123,GELDANAMYCIN,RPMI7951,5.90283754
L778123,GELDANAMYCIN,RPMI7951,6.48046254
L778123,GELDANAMYCIN,RPMI7951,1.39496254
L778123,GEMCITABINE,RPMI7951,5.738933886
L778123,GEMCITABINE,RPMI7951,4.951808886
L778123,GEMCITABINE,RPMI7951,6.112496386
L778123,GEMCITABINE,RPMI7951,4.878121386
L778123,LAPATINIB,RPMI7951,3.32631054
L778123,LAPATINIB,RPMI7951,4.18299804
L778123,LAPATINIB,RPMI7951,14.04331054
L778123,LAPATINIB,RPMI7951,8.71306054
L778123,MK-2206,RPMI7951,4.061242546
L778123,MK-2206,RPMI7951,10.01680505
L778123,MK-2206,RPMI7951,7.222742546
L778123,MK-2206,RPMI7951,9.651055046
L778123,MK-4827,RPMI7951,5.570738933
L778123,MK-4827,RPMI7951,5.711051433
L778123,MK-4827,RPMI7951,5.357926433
L778123,MK-4827,RPMI7951,8.749301433
L778123,MK-5108,RPMI7951,10.99878251
L778123,MK-5108,RPMI7951,5.768782515
L778123,MK-5108,RPMI7951,0.465720015
L778123,MK-5108,RPMI7951,4.156845015
L778123,MK-8669,RPMI7951,12.56253611
L778123,MK-8669,RPMI7951,14.24566111
L778123,MK-8669,RPMI7951,14.20903611
L778123,MK-8669,RPMI7951,13.49066111
L778123,MK-8776,RPMI7951,4.546491134
L778123,MK-8776,RPMI7951,5.925991134
L778123,MK-8776,RPMI7951,4.428428634
L778123,MK-8776,RPMI7951,5.806803634
L778123,OXALIPLATIN,RPMI7951,1.095678368
L778123,OXALIPLATIN,RPMI7951,1.857240868
L778123,OXALIPLATIN,RPMI7951,1.674803368
L778123,OXALIPLATIN,RPMI7951,3.493053368
L778123,PD325901,RPMI7951,5.22365221
L778123,PD325901,RPMI7951,7.76521471
L778123,PD325901,RPMI7951,7.58346471
L778123,PD325901,RPMI7951,10.67908971
L778123,SN-38,RPMI7951,16.25705345
L778123,SN-38,RPMI7951,10.48549095
L778123,SN-38,RPMI7951,10.38592845
L778123,SN-38,RPMI7951,8.637178454
L778123,SORAFENIB,RPMI7951,-17.28416791
L778123,SORAFENIB,RPMI7951,-11.67748041
L778123,SORAFENIB,RPMI7951,-5.69023041
L778123,SORAFENIB,RPMI7951,-6.99110541
L778123,SUNITINIB,RPMI7951,30.50044028
L778123,SUNITINIB,RPMI7951,32.88750278
L778123,SUNITINIB,RPMI7951,35.91144028
L778123,SUNITINIB,RPMI7951,33.70331528
L778123,TEMOZOLOMIDE,RPMI7951,3.248495772
L778123,TEMOZOLOMIDE,RPMI7951,2.708245772
L778123,TEMOZOLOMIDE,RPMI7951,5.390745772
L778123,TEMOZOLOMIDE,RPMI7951,4.231995772
L778123,TOPOTECAN,RPMI7951,4.641262454
L778123,TOPOTECAN,RPMI7951,3.487699954
L778123,TOPOTECAN,RPMI7951,4.001512454
L778123,TOPOTECAN,RPMI7951,4.252137454
L778123,VINORELBINE,RPMI7951,1.155779399
L778123,VINORELBINE,RPMI7951,3.826591899
L778123,VINORELBINE,RPMI7951,2.566716899
L778123,VINORELBINE,RPMI7951,0.720904399
L778123,ZOLINZA,RPMI7951,4.283201979
L778123,ZOLINZA,RPMI7951,1.096514479
L778123,ZOLINZA,RPMI7951,1.963889479
L778123,ZOLINZA,RPMI7951,1.811201979
LAPATINIB,ABT-888,RPMI7951,-24.41375973
LAPATINIB,ABT-888,RPMI7951,-26.06800973
LAPATINIB,ABT-888,RPMI7951,-23.75644723
LAPATINIB,ABT-888,RPMI7951,-19.08207223
LAPATINIB,BEZ-235,RPMI7951,2.837624505
LAPATINIB,BEZ-235,RPMI7951,7.577124505
LAPATINIB,BEZ-235,RPMI7951,6.368437005
LAPATINIB,BEZ-235,RPMI7951,3.318687005
LAPATINIB,BORTEZOMIB,RPMI7951,-5.487354831
LAPATINIB,BORTEZOMIB,RPMI7951,-2.108792331
LAPATINIB,BORTEZOMIB,RPMI7951,1.712645169
LAPATINIB,BORTEZOMIB,RPMI7951,1.388645169
LAPATINIB,DASATINIB,RPMI7951,1.600501946
LAPATINIB,DASATINIB,RPMI7951,6.323439446
LAPATINIB,DASATINIB,RPMI7951,1.103064446
LAPATINIB,DASATINIB,RPMI7951,4.906673821
LAPATINIB,DINACICLIB,RPMI7951,-0.379651008
LAPATINIB,DINACICLIB,RPMI7951,3.613848992
LAPATINIB,DINACICLIB,RPMI7951,3.094661492
LAPATINIB,DINACICLIB,RPMI7951,5.053598992
LAPATINIB,ERLOTINIB,RPMI7951,3.879763027
LAPATINIB,ERLOTINIB,RPMI7951,-1.239611973
LAPATINIB,ERLOTINIB,RPMI7951,-1.680986973
LAPATINIB,ERLOTINIB,RPMI7951,-0.461236973
LAPATINIB,GELDANAMYCIN,RPMI7951,-4.351636084
LAPATINIB,GELDANAMYCIN,RPMI7951,-5.838136084
LAPATINIB,GELDANAMYCIN,RPMI7951,-1.956073584
LAPATINIB,GELDANAMYCIN,RPMI7951,1.141488916
LAPATINIB,MK-2206,RPMI7951,5.038744434
LAPATINIB,MK-2206,RPMI7951,2.089681934
LAPATINIB,MK-2206,RPMI7951,6.451056934
LAPATINIB,MK-2206,RPMI7951,12.13068193
LAPATINIB,MK-4827,RPMI7951,7.012924846
LAPATINIB,MK-4827,RPMI7951,3.024924846
LAPATINIB,MK-4827,RPMI7951,3.653987346
LAPATINIB,MK-4827,RPMI7951,7.513112346
LAPATINIB,MK-5108,RPMI7951,2.461094296
LAPATINIB,MK-5108,RPMI7951,-1.486968204
LAPATINIB,MK-5108,RPMI7951,-1.034530704
LAPATINIB,MK-5108,RPMI7951,6.579656796
LAPATINIB,MK-8669,RPMI7951,7.961178703
LAPATINIB,MK-8669,RPMI7951,1.179991203
LAPATINIB,MK-8669,RPMI7951,4.366241203
LAPATINIB,MK-8669,RPMI7951,5.313553703
LAPATINIB,MK-8776,RPMI7951,1.787120326
LAPATINIB,MK-8776,RPMI7951,5.834307826
LAPATINIB,MK-8776,RPMI7951,6.473370326
